Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Country,Continent,Automatic / Manual,A/M digital
mercedes-benz,s 550 4matic swb,mid-size,4.7,8.0,as7,Z,14.7,9.1,12.2,23.0,281.0,germany,europe,A,1
mercedes-benz,amg gle 43 4matic,suv - standard,3.0,6.0,a9,Z,13.6,10.1,12.0,24.0,281.0,germany,europe,A,1
mercedes-benz,gle 450 amg sport 4matic coupe,suv - standard,3.0,6.0,a9,Z,13.6,10.2,12.0,24.0,281.0,germany,europe,A,1
mercedes-benz,amg gle 43 4matic,suv - standard,3.0,6.0,a9,Z,13.5,10.3,12.1,23.0,282.0,germany,europe,A,1
mercedes-benz,gle 400 4matic,suv - standard,3.0,6.0,a9,Z,13.5,10.3,12.1,23.0,282.0,germany,europe,A,1
mercedes-benz,amg c 63 s cabriolet,subcompact,4.0,8.0,a9,Z,13.9,9.7,12.0,24.0,282.0,germany,europe,A,1
mercedes-benz,gle 400 4matic,suv - standard,3.0,6.0,as7,Z,13.3,10.4,12.0,24.0,282.0,germany,europe,A,1
mercedes-benz,s 550 4matic coupe,compact,4.7,8.0,as7,Z,14.4,9.8,12.3,23.0,283.0,germany,europe,A,1
mercedes-benz,amg c 63 coupe,subcompact,4.0,8.0,as7,Z,13.8,10.1,12.1,23.0,285.0,germany,europe,A,1
mercedes-benz,amg gle 43 4matic coupe,suv - standard,3.0,6.0,a9,Z,13.5,10.6,12.2,23.0,285.0,germany,europe,A,1
mercedes-benz,sl 63 amg,two-seater,5.5,8.0,as7,Z,14.7,9.5,12.4,23.0,285.0,germany,europe,A,1
mercedes-benz,amg c 63 s coupe,subcompact,4.0,8.0,a7,Z,13.8,10.2,12.2,23.0,285.0,germany,europe,A,1
mercedes-benz,amg c 63 s coupe,subcompact,4.0,8.0,as7,Z,13.8,10.1,12.1,23.0,285.0,germany,europe,A,1
mercedes-benz,amg c 63 coupe,subcompact,4.0,8.0,a7,Z,13.8,10.1,12.1,23.0,285.0,germany,europe,A,1
mercedes-benz,maybach s 560 4matic,full-size,4.0,8.0,a9,Z,14.4,9.5,12.2,23.0,286.0,germany,europe,A,1
mercedes-benz,s 550 4matic lwb,full-size,4.7,8.0,as7,Z,14.8,9.8,12.5,23.0,287.0,germany,europe,A,1
mercedes-benz,s 550 4matic lwb,full-size,4.7,8.0,as7,Z,14.8,9.8,12.5,23.0,288.0,germany,europe,A,1
mercedes-benz,cls 550 4matic,compact,4.7,8.0,as7,Z,14.5,10.1,12.5,23.0,288.0,germany,europe,A,1
mercedes-benz,s 550 4matic coupe,compact,4.7,8.0,as7,Z,14.4,9.8,12.3,23.0,289.0,germany,europe,A,1
mercedes-benz,sl 550,two-seater,4.7,8.0,as7,Z,14.6,9.6,12.3,23.0,289.0,germany,europe,A,1
mercedes-benz,amg c 63 s cabriolet,subcompact,4.0,8.0,a7,Z,14.0,10.4,12.4,23.0,291.0,germany,europe,A,1
mercedes-benz,amg c 63 s cabriolet,subcompact,4.0,8.0,as7,Z,14.0,10.1,12.2,23.0,291.0,germany,europe,A,1
mercedes-benz,amg sl 63,two-seater,5.5,8.0,a7,Z,14.7,9.5,12.4,23.0,291.0,germany,europe,A,1
mercedes-benz,amg c 63 cabriolet,subcompact,4.0,8.0,as7,Z,14.0,10.1,12.2,23.0,291.0,germany,europe,A,1
mercedes-benz,amg c 63 cabriolet,subcompact,4.0,8.0,a7,Z,14.0,10.4,12.4,23.0,291.0,germany,europe,A,1
mercedes-benz,sl 63 amg,two-seater,5.5,8.0,as7,Z,14.8,10.2,12.7,22.0,292.0,germany,europe,A,1
mercedes-benz,amg gle 43 4matic,suv - standard,3.0,6.0,a9,Z,14.0,10.6,12.4,23.0,292.0,germany,europe,A,1
mercedes-benz,s 550 4matic swb,mid-size,4.7,8.0,as7,Z,14.7,9.1,12.2,23.0,294.0,germany,europe,A,1
mercedes-benz,e 63 amg 4matic,mid-size,5.5,8.0,as7,Z,15.0,10.3,12.9,22.0,297.0,germany,europe,A,1
mercedes-benz,amg gle 43 4matic coupe,suv - standard,3.0,6.0,a9,Z,14.1,10.9,12.6,22.0,297.0,germany,europe,A,1
mercedes-benz,e 63 amg s 4matic,mid-size,5.5,8.0,as7,Z,15.0,10.3,12.9,22.0,297.0,germany,europe,A,1
mercedes-benz,amg sl 63,two-seater,5.5,8.0,as7,Z,14.7,9.5,12.4,23.0,298.0,germany,europe,A,1
mercedes-benz,gl 450 4matic,suv - standard,3.0,6.0,as7,Z,15.2,12.6,14.0,20.0,298.0,germany,europe,A,1
mercedes-benz,amg e 63 s 4matic+ wagon,station wagon - mid-size,4.0,8.0,a9,Z,14.6,10.4,12.7,22.0,299.0,germany,europe,A,1
mercedes-benz,cls 63 amg 4matic,compact,5.5,8.0,as7,Z,15.1,10.7,13.1,22.0,301.0,germany,europe,A,1
mercedes-benz,cls 63 amg s 4matic,compact,5.5,8.0,as7,Z,15.1,10.7,13.1,22.0,301.0,germany,europe,A,1
mercedes-benz,cls 63 amg 4matic,compact,5.5,8.0,as7,Z,15.1,10.8,13.1,22.0,301.0,germany,europe,A,1
mercedes-benz,amg gt coupe,two-seater,4.0,8.0,am7,Z,14.5,10.8,12.8,22.0,302.0,germany,europe,A,1
mercedes-benz,amg gt s coupe,two-seater,4.0,8.0,am7,Z,14.5,10.8,12.8,22.0,302.0,germany,europe,A,1
mercedes-benz,amg gt s,two-seater,4.0,8.0,am7,Z,14.5,10.8,12.8,22.0,303.0,germany,europe,A,1
mercedes-benz,amg sl 63,two-seater,5.5,8.0,a7,Z,15.3,10.2,13.0,22.0,303.0,germany,europe,A,1
mercedes-benz,amg gt coupe,two-seater,4.0,8.0,as7,Z,14.5,10.8,12.8,22.0,303.0,germany,europe,A,1
mercedes-benz,amg gt s coupe,two-seater,4.0,8.0,as7,Z,14.5,10.8,12.8,22.0,303.0,germany,europe,A,1
mercedes-benz,s 63 amg 4matic,full-size,5.5,8.0,as7,Z,15.7,10.1,13.2,21.0,304.0,germany,europe,A,1
mercedes-benz,amg gt roadster,two-seater,4.0,8.0,am7,Z,14.7,11.0,13.0,22.0,304.0,germany,europe,A,1
mercedes-benz,s 63 amg coupe,compact,5.5,8.0,as7,Z,15.7,10.1,13.2,21.0,304.0,germany,europe,A,1
mercedes-benz,s 63 amg 4matic,full-size,5.5,8.0,as7,Z,15.6,10.3,13.2,21.0,304.0,germany,europe,A,1
mercedes-benz,cl 550 4matic,compact,4.7,8.0,as7,Z,15.4,10.4,13.2,21.0,304.0,germany,europe,A,1
mercedes-benz,amg s 63 coupe,compact,5.5,8.0,as7,Z,15.3,10.2,13.0,22.0,305.0,germany,europe,A,1
mercedes-benz,gls 450 4matic,suv - standard,3.0,6.0,a9,Z,14.3,11.4,13.0,22.0,305.0,germany,europe,A,1
mercedes-benz,e 63 amg s 4matic wagon,station wagon - mid-size,5.5,8.0,as7,Z,15.2,11.0,13.3,21.0,306.0,germany,europe,A,1
mercedes-benz,gls 450 4matic,suv - standard,3.0,6.0,a9,Z,14.4,11.4,13.0,22.0,306.0,germany,europe,A,1
mercedes-benz,amg s 63 4matic cabriolet,subcompact,4.0,8.0,a9,Z,15.8,9.8,13.1,22.0,306.0,germany,europe,A,1
mercedes-benz,e 63 amg s 4matic,mid-size,5.5,8.0,as7,Z,15.3,10.8,13.3,21.0,306.0,germany,europe,A,1
mercedes-benz,amg s 63 4matic+ cabriolet,subcompact,4.0,8.0,a9,Z,15.8,9.8,13.1,22.0,306.0,germany,europe,A,1
mercedes-benz,cl 63 amg,compact,5.5,8.0,as7,Z,15.4,11.0,13.4,21.0,308.0,germany,europe,A,1
mercedes-benz,amg cls 63 s 4matic,compact,5.5,8.0,as7,Z,15.1,10.8,13.1,22.0,308.0,germany,europe,A,1
mercedes-benz,amg glc 63 s 4matic+,suv - small,4.0,8.0,a9,Z,15.0,10.9,13.2,21.0,309.0,germany,europe,A,1
mercedes-benz,amg glc 63 s 4matic+ coupe,suv - small,4.0,8.0,a9,Z,15.0,10.9,13.2,21.0,309.0,germany,europe,A,1
mercedes-benz,amg e 63 s 4matic wagon,station wagon - mid-size,5.5,8.0,as7,Z,15.2,11.0,13.3,21.0,310.0,germany,europe,A,1
mercedes-benz,amg e 63 s 4matic,mid-size,5.5,8.0,as7,Z,15.3,10.8,13.3,21.0,310.0,germany,europe,A,1
mercedes-benz,e 63 amg 4matic wagon,station wagon - mid-size,5.5,8.0,as7,Z,15.5,11.0,13.5,21.0,310.0,germany,europe,A,1
mercedes-benz,e 63 amg s 4matic wagon,station wagon - mid-size,5.5,8.0,as7,Z,15.5,11.0,13.5,21.0,310.0,germany,europe,A,1
mercedes-benz,amg e 63 s 4matic wagon,station wagon - mid-size,4.0,8.0,a9,Z,15.2,11.0,13.3,21.0,312.0,germany,europe,A,1
mercedes-benz,gls 450 4matic,suv - standard,3.0,6.0,a9,Z,14.9,11.2,13.2,21.0,312.0,germany,europe,A,1
mercedes-benz,amg s 63,full-size,5.5,8.0,as7,Z,15.7,10.1,13.2,21.0,313.0,germany,europe,A,1
mercedes-benz,amg e 63 s 4matic,mid-size,4.0,8.0,a9,Z,15.5,10.6,13.3,21.0,313.0,germany,europe,A,1
mercedes-benz,amg s 63 coupe,compact,5.5,8.0,as7,Z,15.3,10.2,13.0,22.0,313.0,germany,europe,A,1
mercedes-benz,amg gt c coupe,two-seater,4.0,8.0,am7,Z,15.3,11.4,13.5,21.0,315.0,germany,europe,A,1
mercedes-benz,amg gt c roadster,two-seater,4.0,8.0,am7,Z,15.2,11.4,13.5,21.0,315.0,germany,europe,A,1
mercedes-benz,gle 550 4matic,suv - standard,4.7,8.0,a9,Z,15.2,11.4,13.5,21.0,317.0,germany,europe,A,1
mercedes-benz,amg e 63 s 4matic+,mid-size,4.0,8.0,a9,Z,16.0,10.5,13.5,21.0,318.0,germany,europe,A,1
mercedes-benz,gle 550 4matic,suv - standard,4.7,8.0,a9,Z,15.3,11.3,13.5,21.0,318.0,germany,europe,A,1
mercedes-benz,amg s 63 cabriolet,compact,5.5,8.0,as7,Z,16.4,10.6,13.8,20.0,322.0,germany,europe,A,1
mercedes-benz,amg gt c roadster,two-seater,4.0,8.0,am7,Z,15.5,11.7,13.8,20.0,322.0,germany,europe,A,1
mercedes-benz,amg gt c coupe,two-seater,4.0,8.0,am7,Z,15.5,11.7,13.8,20.0,322.0,germany,europe,A,1
mercedes-benz,gl 450 4matic,suv - standard,3.0,6.0,as7,Z,15.2,12.6,14.0,20.0,322.0,germany,europe,A,1
mercedes-benz,gl 350 bluetec 4matic,suv - standard,3.0,6.0,as7,D,13.6,10.0,12.0,24.0,322.0,germany,europe,A,1
mercedes-benz,amg gt 63 4matic+ coupe,compact,4.0,8.0,a9,Z,15.5,11.5,13.7,21.0,323.0,germany,europe,A,1
mercedes-benz,amg gt 63 s 4matic+ coupe,compact,4.0,8.0,a9,Z,15.6,11.5,13.7,21.0,324.0,germany,europe,A,1
mercedes-benz,gl 350 bluetec 4matic,suv - standard,3.0,6.0,as7,D,13.4,10.2,12.0,24.0,324.0,germany,europe,A,1
mercedes-benz,gl 350 bluetec 4matic,suv - standard,3.0,6.0,as7,D,13.6,10.0,12.0,24.0,324.0,germany,europe,A,1
mercedes-benz,amg gt r coupe,two-seater,4.0,8.0,am7,Z,15.6,11.9,13.9,20.0,324.0,germany,europe,A,1
mercedes-benz,ml 550 4matic,suv - standard,4.7,8.0,as7,Z,16.2,11.8,14.2,20.0,327.0,germany,europe,A,1
mercedes-benz,ml 550 4matic,suv - standard,4.7,8.0,as7,Z,16.3,11.8,14.2,20.0,327.0,germany,europe,A,1
mercedes-benz,sl 65 amg,two-seater,6.0,8.0,as7,Z,16.7,11.2,14.2,20.0,327.0,germany,europe,A,1
mercedes-benz,sl 65 amg,two-seater,6.0,12.0,as7,Z,16.7,11.2,14.2,20.0,327.0,germany,europe,A,1
mercedes-benz,amg gt r coupe,two-seater,4.0,8.0,am7,Z,15.9,11.8,14.0,20.0,327.0,germany,europe,A,1
mercedes-benz,amg sl 65,two-seater,6.0,12.0,as7,Z,16.7,11.2,14.2,20.0,335.0,germany,europe,A,1
mercedes-benz,gle 550 4matic,suv - standard,4.7,8.0,as7,Z,16.2,11.8,14.2,20.0,335.0,germany,europe,A,1
mercedes-benz,amg s 65 cabriolet,subcompact,6.0,12.0,a9,Z,17.1,11.0,14.3,20.0,337.0,germany,europe,A,1
mercedes-benz,amg sl 65,two-seater,6.0,12.0,a7,Z,17.6,10.8,14.5,19.0,339.0,germany,europe,A,1
mercedes-benz,s 600,full-size,6.0,12.0,as7,Z,17.3,11.0,14.5,19.0,340.0,germany,europe,A,1
mercedes-benz,amg sl 65,two-seater,6.0,12.0,as7,Z,17.6,10.8,14.5,19.0,340.0,germany,europe,A,1
mercedes-benz,amg s 65 coupe,compact,6.0,12.0,a9,Z,17.6,11.0,14.6,19.0,343.0,germany,europe,A,1
mercedes-benz,s 600,full-size,6.0,12.0,as7,Z,18.1,11.0,14.9,19.0,343.0,germany,europe,A,1
mercedes-benz,s 65 amg coupe,compact,6.0,12.0,as7,Z,18.0,11.3,15.0,19.0,345.0,germany,europe,A,1
mercedes-benz,gls 550 4matic,suv - standard,4.7,8.0,a9,Z,16.5,12.6,14.7,19.0,346.0,germany,europe,A,1
mercedes-benz,c 63 amg,compact,6.2,8.0,as7,Z,17.7,11.9,15.1,19.0,347.0,germany,europe,A,1
mercedes-benz,gls 550 4matic,suv - standard,4.7,8.0,a9,Z,16.7,12.9,15.0,19.0,347.0,germany,europe,A,1
mercedes-benz,amg s 65 cabriolet,compact,6.0,12.0,as7,Z,17.1,11.0,14.3,20.0,348.0,germany,europe,A,1
mercedes-benz,amg s 65,full-size,6.0,12.0,as7,Z,17.6,10.9,14.6,19.0,349.0,germany,europe,A,1
mercedes-benz,s 600,full-size,6.0,12.0,as7,Z,17.5,10.8,14.5,19.0,350.0,germany,europe,A,1
mercedes-benz,gl 450 4matic,suv - standard,4.7,8.0,as7,Z,17.1,12.8,15.2,19.0,350.0,germany,europe,A,1
mercedes-benz,c 63 amg coupe,subcompact,6.2,8.0,as7,Z,17.9,12.2,15.3,18.0,352.0,germany,europe,A,1
mercedes-benz,amg glc 43 4matic coupe,suv - small,3.0,6.0,a9,Z,17.4,11.1,14.6,19.0,353.0,germany,europe,A,1
mercedes-benz,c 63 amg coupe,subcompact,6.2,8.0,as7,Z,17.9,12.3,15.4,18.0,354.0,germany,europe,A,1
mercedes-benz,maybach s 650,full-size,6.0,12.0,a7,Z,18.4,11.1,15.1,19.0,355.0,germany,europe,A,1
mercedes-benz,gls 550 4matic,suv - standard,4.7,8.0,a9,Z,17.2,12.6,15.1,19.0,355.0,germany,europe,A,1
mercedes-benz,maybach s 650,full-size,6.0,12.0,a9,Z,18.4,11.1,15.1,19.0,355.0,germany,europe,A,1
mercedes-benz,amg s 65 coupe,compact,6.0,12.0,as7,Z,18.0,11.3,15.0,19.0,355.0,germany,europe,A,1
mercedes-benz,amg s 65,full-size,6.0,12.0,a7,Z,18.6,10.9,15.1,19.0,356.0,germany,europe,A,1
mercedes-benz,ml 63 amg 4matic,suv - standard,5.5,8.0,as7,Z,17.2,13.5,15.5,18.0,356.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic coupe,suv - standard,5.5,8.0,a7,Z,17.2,12.8,15.2,19.0,357.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic coupe,suv - standard,4.7,8.0,a7,Z,17.2,12.8,15.2,19.0,357.0,germany,europe,A,1
mercedes-benz,s 65 amg,full-size,6.0,12.0,as7,Z,18.5,11.8,15.5,18.0,357.0,germany,europe,A,1
mercedes-benz,gl 550 4matic,suv - standard,4.7,8.0,as7,Z,17.6,13.1,15.6,18.0,359.0,germany,europe,A,1
mercedes-benz,sls amg gt roadster,two-seater,6.2,8.0,am7,Z,18.1,12.6,15.6,18.0,359.0,germany,europe,A,1
mercedes-benz,maybach s 600,full-size,6.0,12.0,as7,Z,18.2,11.0,15.0,19.0,359.0,germany,europe,A,1
mercedes-benz,ml 63 amg 4matic,suv - standard,5.5,8.0,as7,Z,17.3,13.5,15.6,18.0,359.0,germany,europe,A,1
mercedes-benz,maybach s 600,full-size,6.0,12.0,as7,Z,18.2,11.7,15.3,18.0,359.0,germany,europe,A,1
mercedes-benz,gl 550 4matic,suv - standard,4.7,8.0,as7,Z,17.5,13.2,15.6,18.0,359.0,germany,europe,A,1
mercedes-benz,sls amg gt coupe,two-seater,6.2,8.0,am7,Z,18.1,12.6,15.6,18.0,359.0,germany,europe,A,1
mercedes-benz,sls amg gt coupe,two-seater,6.2,8.0,as7,Z,18.2,12.6,15.7,18.0,361.0,germany,europe,A,1
mercedes-benz,sls amg roadster,two-seater,6.2,8.0,as7,Z,18.2,12.6,15.7,18.0,361.0,germany,europe,A,1
mercedes-benz,amg s 65,full-size,6.0,12.0,as7,Z,18.5,11.8,15.5,18.0,361.0,germany,europe,A,1
mercedes-benz,amg gle 63 s coupe 4matic,suv - standard,5.5,8.0,as7,Z,17.2,12.8,15.2,19.0,363.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic,suv - standard,5.5,8.0,as7,Z,17.3,13.5,15.6,18.0,363.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic coupe,suv - standard,5.5,8.0,as7,Z,17.2,12.8,15.2,19.0,363.0,germany,europe,A,1
mercedes-benz,gl 63 amg,suv - standard,5.5,8.0,as7,Z,17.7,13.4,15.8,18.0,363.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic,suv - standard,5.5,8.0,a7,Z,17.2,13.4,15.5,18.0,364.0,germany,europe,A,1
mercedes-benz,gl 550 4matic,suv - standard,4.7,8.0,as7,Z,17.5,13.1,15.5,18.0,365.0,germany,europe,A,1
mercedes-benz,amg s 65 coupe,compact,6.0,12.0,as7,Z,18.7,11.6,15.5,18.0,365.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic,suv - standard,5.5,8.0,as7,Z,17.3,13.5,15.6,18.0,366.0,germany,europe,A,1
mercedes-benz,amg gls 63 4matic,suv - standard,5.5,8.0,a7,Z,17.6,13.3,15.7,18.0,367.0,germany,europe,A,1
mercedes-benz,amg gls 63,suv - standard,5.5,8.0,as7,Z,18.2,14.0,16.3,17.0,369.0,germany,europe,A,1
mercedes-benz,amg gl 63 s,suv - standard,5.5,8.0,as7,Z,18.2,14.0,16.3,17.0,369.0,germany,europe,A,1
mercedes-benz,amg gls 63 4matic,suv - standard,4.7,8.0,a7,Z,17.8,13.2,15.7,18.0,370.0,germany,europe,A,1
mercedes-benz,amg gle 63 s 4matic,suv - standard,4.7,8.0,a7,Z,17.7,13.4,15.8,18.0,370.0,germany,europe,A,1
mercedes-benz,gl 63 amg,suv - standard,5.5,8.0,as7,Z,18.2,14.0,16.3,17.0,375.0,germany,europe,A,1
mercedes-benz,g 550,suv - standard,4.0,8.0,a9,Z,18.0,14.1,16.3,17.0,378.0,germany,europe,A,1
mercedes-benz,sls amg black series coupe,two-seater,6.2,8.0,as7,Z,18.7,13.9,16.5,17.0,380.0,germany,europe,A,1
mercedes-benz,amg g 63,suv - standard,4.0,8.0,a9,Z,18.1,15.6,17.0,17.0,396.0,germany,europe,A,1
mercedes-benz,g 550,suv - standard,4.0,8.0,as7,Z,19.0,16.6,17.9,16.0,401.0,germany,europe,A,1
mercedes-benz,g 550,suv - standard,5.5,8.0,as7,Z,19.0,16.5,17.9,16.0,401.0,germany,europe,A,1
mercedes-benz,g 63 amg,suv - standard,5.5,8.0,as7,Z,19.4,15.7,17.7,16.0,407.0,germany,europe,A,1
mercedes-benz,g 550,suv - standard,4.0,8.0,a7,Z,18.2,16.5,17.5,16.0,410.0,germany,europe,A,1
mercedes-benz,amg g 63,suv - standard,5.5,8.0,as7,Z,20.0,16.6,18.5,15.0,413.0,germany,europe,A,1
mercedes-benz,amg g 63,suv - standard,5.5,8.0,as7,Z,20.0,16.6,18.5,15.0,417.0,germany,europe,A,1
mercedes-benz,g 550,suv - standard,5.5,8.0,as7,Z,19.9,16.1,18.2,16.0,419.0,germany,europe,A,1
mercedes-benz,g 550,suv - standard,5.5,8.0,as7,Z,20.0,15.9,18.2,16.0,419.0,germany,europe,A,1
mercedes-benz,amg g 63,suv - standard,5.5,8.0,a7,Z,19.9,15.5,17.9,16.0,419.0,germany,europe,A,1
mercedes-benz,g 63 amg,suv - standard,5.5,8.0,as7,Z,20.0,16.6,18.5,15.0,426.0,germany,europe,A,1
mercedes-benz,amg g 65,suv - standard,6.0,12.0,as7,Z,22.2,18.0,20.3,14.0,467.0,germany,europe,A,1
mercedes-benz,amg g 65,suv - standard,6.0,12.0,a7,Z,22.2,18.0,20.3,14.0,473.0,germany,europe,A,1
mercedes-benz,amg g 65,suv - standard,6.0,12.0,as7,Z,24.3,17.9,21.4,13.0,476.0,germany,europe,A,1
mini,cooper 3 door,subcompact,1.5,3.0,m6,Z,8.1,5.9,7.1,40.0,163.0,great britain,europe,M,0
mini,cooper 5 door,subcompact,1.5,3.0,m6,Z,8.2,5.9,7.2,39.0,166.0,great britain,europe,M,0
mini,cooper coupe,two-seater,1.6,4.0,m6,Z,8.0,6.4,7.3,39.0,168.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.5,3.0,m6,Z,8.2,6.0,7.2,39.0,170.0,great britain,europe,M,0
mini,cooper 5 door,subcompact,1.5,3.0,m6,Z,8.2,6.0,7.2,39.0,170.0,great britain,europe,M,0
mini,cooper 3 door,subcompact,1.5,3.0,m6,Z,8.4,6.0,7.3,39.0,172.0,great britain,europe,M,0
mini,cooper paceman,compact,1.6,4.0,m6,Z,8.4,6.4,7.5,38.0,172.0,great britain,europe,M,0
mini,cooper countryman,compact,1.6,4.0,m6,Z,8.4,6.4,7.5,38.0,172.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.6,4.0,m6,Z,8.4,6.4,7.5,38.0,172.0,great britain,europe,M,0
mini,cooper 3 door,subcompact,1.5,3.0,as6,Z,8.5,6.3,7.5,38.0,172.0,great britain,europe,A,1
mini,cooper 5 door,subcompact,1.5,3.0,as6,Z,8.5,6.3,7.5,38.0,172.0,great britain,europe,A,1
mini,cooper roadster,two-seater,1.6,4.0,m6,Z,8.4,6.4,7.5,38.0,172.0,great britain,europe,M,0
mini,cooper 5 door,subcompact,1.5,3.0,am7,Z,8.3,6.4,7.5,38.0,174.0,great britain,europe,A,1
mini,cooper 5 door,subcompact,1.5,3.0,m6,Z,8.4,6.3,7.4,38.0,174.0,great britain,europe,M,0
mini,cooper 3 door,subcompact,1.5,3.0,am7,Z,8.3,6.4,7.5,38.0,174.0,great britain,europe,A,1
mini,cooper convertible,minicompact,1.5,3.0,am7,Z,8.3,6.4,7.5,38.0,174.0,great britain,europe,A,1
mini,cooper convertible,minicompact,1.5,3.0,m6,Z,8.4,6.3,7.4,38.0,174.0,great britain,europe,M,0
mini,cooper 3 door,subcompact,1.5,3.0,m6,Z,8.5,6.2,7.5,38.0,175.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.5,3.0,m6,Z,8.5,6.3,7.5,38.0,175.0,great britain,europe,M,0
mini,cooper coupe,two-seater,1.6,4.0,as6,Z,8.5,6.5,7.6,37.0,175.0,great britain,europe,A,1
mini,cooper coupe,two-seater,1.6,4.0,a6,Z,8.5,6.6,7.6,37.0,175.0,great britain,europe,A,1
mini,cooper 5 door,subcompact,1.5,3.0,m6,Z,8.4,6.3,7.5,38.0,175.0,great britain,europe,M,0
mini,cooper 5 door,subcompact,1.5,3.0,m6,Z,8.5,6.3,7.5,38.0,175.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.5,3.0,m6,Z,8.4,6.3,7.5,38.0,175.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.6,4.0,as6,Z,8.6,6.5,7.7,37.0,177.0,great britain,europe,A,1
mini,cooper roadster,two-seater,1.6,4.0,as6,Z,8.6,6.5,7.7,37.0,177.0,great britain,europe,A,1
mini,cooper roadster,two-seater,1.6,4.0,m6,Z,8.6,6.8,7.8,36.0,179.0,great britain,europe,M,0
mini,cooper clubman,subcompact,1.6,4.0,a6,Z,8.7,6.6,7.8,36.0,179.0,great britain,europe,A,1
mini,cooper paceman,compact,1.6,4.0,m6,Z,8.6,6.8,7.8,36.0,179.0,great britain,europe,M,0
mini,cooper clubman,subcompact,1.6,4.0,m6,Z,8.6,6.8,7.8,36.0,179.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.6,4.0,a6,Z,8.7,6.6,7.8,36.0,179.0,great britain,europe,A,1
mini,cooper roadster,two-seater,1.6,4.0,a6,Z,8.7,6.6,7.8,36.0,179.0,great britain,europe,A,1
mini,cooper countryman,compact,1.6,4.0,m6,Z,8.6,6.8,7.8,36.0,179.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.6,4.0,m6,Z,8.6,6.8,7.8,36.0,179.0,great britain,europe,M,0
mini,cooper convertible,minicompact,1.5,3.0,as6,Z,8.7,6.6,7.7,37.0,181.0,great britain,europe,A,1
mini,cooper 3 door,subcompact,1.5,3.0,as6,Z,8.7,6.6,7.7,37.0,181.0,great britain,europe,A,1
mini,cooper 5 door,subcompact,1.5,3.0,as6,Z,8.7,6.6,7.7,37.0,181.0,great britain,europe,A,1
mini,cooper s 5 door,subcompact,2.0,4.0,am7,Z,8.9,6.6,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper s coupe,two-seater,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,john cooper works roadster,two-seater,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,john cooper works convertible,minicompact,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,cooper s convertible,minicompact,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,cooper s 3 door,subcompact,2.0,4.0,am7,Z,8.9,6.6,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper s clubman,subcompact,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,john cooper works clubman,subcompact,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,cooper s roadster,two-seater,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,cooper 3 door,subcompact,1.5,3.0,as6,Z,8.8,6.8,7.9,36.0,184.0,great britain,europe,A,1
mini,john cooper works coupe,two-seater,1.6,4.0,m6,Z,9.1,6.7,8.0,35.0,184.0,great britain,europe,M,0
mini,cooper 5 door,subcompact,1.5,3.0,as6,Z,8.7,6.8,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper convertible,minicompact,1.5,3.0,as6,Z,8.8,6.8,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper convertible,minicompact,1.5,3.0,as6,Z,8.7,6.8,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper 5 door,subcompact,1.5,3.0,as6,Z,8.8,6.8,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper 3 door,subcompact,1.5,3.0,as6,Z,8.7,6.8,7.9,36.0,184.0,great britain,europe,A,1
mini,cooper s roadster,two-seater,1.6,4.0,as6,Z,9.2,6.8,8.1,35.0,186.0,great britain,europe,A,1
mini,john cooper works coupe,two-seater,1.6,4.0,as6,Z,9.2,6.8,8.1,35.0,186.0,great britain,europe,A,1
